ID,N_VICTIMAS,HORA_ACCIDENTE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,ACUSADO,FECHA_ACCIDENTE,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,SEMESTRE,ANIO
2021-0030,1,18:30:00,Finochietto Enrique Dr. 1623,Calle,4,-58.38685612,-34.63455776,Peaton-Pasajeros,Pasajeros,2021-04-03,Peaton,Peaton,Masculino,36,2021-04-07 00:00:00,1,2021
2021-0031,1,10:29:00,9 De Julio Av. E Independencia Av.,Avenida,1,-58.38113667,-34.61765323,Peaton-Cargas,Cargas,2021-04-07,Peaton,Peaton,Femenino,68,2021-04-11 00:00:00,1,2021
2021-0032,1,19:55:00,Au Cantilo Y Guiraldes Int.,Autopista,13,-58.44112678,-34.54538956,Peaton-Moto,Moto,2021-04-10,Peaton,Peaton,Masculino,60,2021-04-29 00:00:00,1,2021
2021-0033,1,17:50:00,Au 25 De Mayo Altura Bajada Boedo Av.,Autopista,5,-58.41595919,-34.62743346,Auto-Objeto Fijo,Objeto Fijo,2021-04-14,Conductor,Auto,Masculino,33,2021-04-14 00:00:00,1,2021
2021-0034,1,14:40:00,Alcorta Amancio Av. Y Zavaleta,Avenida,4,-58.40184094,-34.64546845,Moto-Cargas,Cargas,2021-04-19,Pasajero_Acompañante,Moto,Femenino,26,2021-04-19 00:00:00,1,2021
2021-0035,1,09:20:00,Janer Ana Maria Y Lafuente Av.,Avenida,8,-58.44642231,-34.65679806,Moto-Cargas,Cargas,2021-05-03,Conductor,Moto,Masculino,24,2021-05-03 00:00:00,1,2021
2021-0036,1,06:00:00,Paz Gral. Av. Y Mosconi General Av.,Gral Paz,11,-58.52340614,-34.59798754,Moto-Objeto Fijo,Objeto Fijo,2021-05-09,Conductor,Moto,Masculino,36,2021-05-09 00:00:00,1,2021
2021-0037,1,07:10:00,Monroe Y Balbin Ricardo Dr. Av.,Avenida,13,-58.46649069,-34.56219075,Peaton-Pasajeros,Pasajeros,2021-05-11,Peaton,Peaton,Femenino,58,2021-05-11 00:00:00,1,2021
2021-0038,1,11:40:00,Justo Juan B. Av. Y Santa Fe Av.,Avenida,14,-58.42653328,-34.57816791,Moto-Cargas,Cargas,2021-05-14,Conductor,Moto,Femenino,44,2021-05-14 00:00:00,1,2021
2021-0039,1,12:09:00,Oliden Y Alberdi Juan Bautista Av.,Avenida,9,-58.50407099,-34.65303372,Bicicleta-Auto,Auto,2021-05-15,Ciclista,Bicicleta,Masculino,86,2021-06-05 00:00:00,1,2021
2021-0040,1,05:50:00,Paz Gral. Av. Y Del Libertador Av.,Gral Paz,13,-58.46743471,-34.53476874,Moto-Auto,Auto,2021-05-20,Conductor,Moto,Masculino,27,2021-05-20 00:00:00,1,2021
2021-0041,1,08:30:00,Del Libertador Av. Y Casares Av.,Avenida,14,-58.40986646,-34.57728060,Peaton-Pasajeros,Pasajeros,2021-05-20,Peaton,Peaton,Masculino,75,2021-05-20 00:00:00,1,2021
2021-0042,1,05:00:00,Rivadavia Av. 10900,Avenida,9,-58.51739138,-34.63931792,Peaton-Pasajeros,Pasajeros,2021-05-21,Peaton,Peaton,Masculino,39,2021-05-21 00:00:00,1,2021
2021-0043,1,18:26:00,Alberdi Juan Bautista Av. Y Pilar,Avenida,9,-58.50719962,-34.65556223,Peaton-Auto,Auto,2021-05-22,Peaton,Peaton,Masculino,50,2021-05-22 00:00:00,1,2021
2021-0044,1,02:00:00,Peron Eva Av. Y Acosta Mariano,Avenida,9,-58.46712311,-34.64600222,Moto-Objeto Fijo,Objeto Fijo,2021-05-25,Pasajero_Acompañante,Moto,Masculino,21,2021-05-25 00:00:00,1,2021
2021-0045,1,17:24:00,Au Frondizi Y Suarez Av.,Autopista,4,-58.37709334,-34.64035082,Multiple,Multiple,2021-05-26,Conductor,Moto,Masculino,22,2021-05-26 00:00:00,1,2021
2021-0046,1,02:00:00,El Cano Av. Y Guzman Av.,Avenida,15,-58.46033141,-34.58569883,Auto-Objeto Fijo,Objeto Fijo,2021-05-31,Pasajero_Acompañante,Auto,Masculino,20,2021-05-31 00:00:00,1,2021
2021-0047,1,16:00:00,Vedia Agustin De Y Rabanal Francisco Intendente Av.,Avenida,4,-58.42190745,-34.65633192,Moto-Auto,Auto,2021-06-02,Conductor,Moto,Masculino,59,2021-06-02 00:00:00,1,2021
2021-0048,1,09:58:00,Capdevilla Y Congreso Av.,Avenida,12,-58.49026573,-34.56981410,Bicicleta-Auto,Auto,2021-06-03,Ciclista,Bicicleta,Masculino,44,2021-06-23 00:00:00,1,2021
2021-0049,1,20:30:00,Fernandez De La Cruz F. Gral. Av. 4000,Avenida,8,-58.45410344,-34.66902702,Auto-Auto,Auto,2021-06-03,Conductor,Auto,Masculino,74,2021-06-03 00:00:00,1,2021
2021-0050,1,13:30:00,Del Libertador Av. 5958,Avenida,13,-58.44751621,-34.55719892,Moto-Pasajeros,Pasajeros,2021-06-10,Conductor,Moto,Masculino,56,2021-06-10 00:00:00,1,2021
2021-0051,1,19:20:00,27 De Febrero Av. Y Erezcano Av.,Avenida,4,-58.42040352,-34.66005171,Peaton-Cargas,Cargas,2021-06-15,Peaton,Peaton,Masculino,73,2021-06-16 00:00:00,1,2021
2021-0052,1,05:40:00,Paz Gral. Av. 14723,Gral Paz,8,-58.49530249,-34.68010798,Moto-Objeto Fijo,Objeto Fijo,2021-06-20,Pasajero_Acompañante,Moto,Femenino,19,2021-06-20 00:00:00,1,2021
2021-0053,1,12:00:00,Corrientes Av. 5783,Avenida,15,-58.44399875,-34.59477360,Peaton-Bicicleta,Bicicleta,2021-06-20,Peaton,Peaton,Masculino,58,2021-06-30 00:00:00,1,2021
2021-0054,1,14:44:00,Tabare Y Erezcano,Calle,4,-58.42759813,-34.65463857,Moto-Cargas,Cargas,2021-06-22,Conductor,Moto,Masculino,41,2021-06-22 00:00:00,1,2021
2021-0055,1,12:20:00,Corrientes Av. Y Pueyrredor Av.,Avenida,3,-58.40547222,-34.60456293,Moto-Cargas,Cargas,2021-06-29,Pasajero_Acompañante,Moto,Masculino,47,2021-06-29 00:00:00,1,2021
2021-0056,1,23:25:00,Corrales Y Moreno Perito Av.,Avenida,4,-58.42473018,-34.65008280,Bicicleta-Auto,Auto,2021-07-09,Ciclista,Bicicleta,Masculino,60,2021-07-09 00:00:00,2,2021
2021-0057,1,23:30:00,Au Illia Km 3.2 Altura Cabinas De Peaje,Autopista,2,-58.39257023,-34.57563957,Auto-Objeto Fijo,Objeto Fijo,2021-07-10,Conductor,Auto,Masculino,46,2021-07-10 00:00:00,2,2021
2021-0058,1,00:40:00,Av. Gral. Paz Y Vedia,Gral Paz,12,-58.48941042,-34.54596153,Peaton-Auto,Auto,2021-07-21,Peaton,Peaton,Masculino,24,2021-07-21 00:00:00,2,2021
2021-0059,1,01:20:00,Garay Juan De Av. 2269,Avenida,3,-58.39640740,-34.62783085,Auto-Objeto Fijo,Objeto Fijo,2021-07-22,Pasajero_Acompañante,Auto,Femenino,44,2021-07-22 00:00:00,2,2021
2021-0060,1,12:30:00,Salguero Jeronimo Y Rivadavia Av.,Avenida,5,-58.41971993,-34.61112240,Peaton-Pasajeros,Pasajeros,2021-07-22,Peaton,Peaton,Femenino,80,2021-07-22 00:00:00,2,2021
2021-0061,1,09:15:00,Moreno Perito Av. Y Alcorta Amancio Av.,Avenida,4,-58.40544588,-34.65012801,Peaton-Cargas,Cargas,2021-07-24,Peaton,Peaton,Femenino,55,2021-07-24 00:00:00,2,2021
2021-0062,1,07:16:00,La Plata Av. 2723,Avenida,4,-58.42003882,-34.64645957,Auto-Cargas,Cargas,2021-07-27,Conductor,Auto,Masculino,73,2021-07-27 00:00:00,2,2021
2021-0063,1,04:40:00,Alberdi Juan Bautista Av. 2906,Avenida,7,-58.46851293,-34.63348678,Auto-Auto,Auto,2021-08-02,Pasajero_Acompañante,Auto,Femenino,31,2021-08-02 00:00:00,2,2021
2021-0064,1,20:00:00,Paz Gral. Av. Y Tonelero,Gral Paz,9,-58.52931141,-34.65422917,Peaton-Cargas,Cargas,2021-08-02,Peaton,Peaton,Masculino,37,2021-08-03 00:00:00,2,2021
2021-0065,1,08:30:00,Av. San Juan Y Av. La Plata,Avenida,6,-58.42675754,-34.62699730,Peaton-Pasajeros,Pasajeros,2021-08-06,Peaton,Peaton,Femenino,63,2021-08-10 00:00:00,2,2021
2021-0066,1,20:00:00,Av. Lope De Vega Y Av. Gral. Paz,Avenida,11,-58.52933723,-34.61098186,Peaton-Pasajeros,Pasajeros,2021-08-06,Peaton,Peaton,Masculino,59,2021-08-09 00:00:00,2,2021
2021-0067,1,09:29:00,Au Frondizi Km 29 (Altura Brasil),Autopista,1,-58.37910943,-34.62764718,Moto-Objeto Fijo,Objeto Fijo,2021-08-08,Conductor,Moto,Masculino,27,2021-08-08 00:00:00,2,2021
2021-0068,1,06:10:00,Beiro Francisco Av. 5071,Avenida,11,-58.52161176,-34.61164474,Moto-Objeto Fijo,Objeto Fijo,2021-08-15,Conductor,Moto,Masculino,39,2021-08-15 00:00:00,2,2021
2021-0069,1,17:15:00,Av. Santa Fe 3428,Avenida,14,-58.41354692,-34.58697680,Peaton-Auto,Auto,2021-08-20,Peaton,Peaton,Masculino,17,2021-08-21 00:00:00,2,2021
2021-0070,1,08:30:00,Chilavert Martiniano Coronel Y Varela Av.,Avenida,8,-58.43960781,-34.65470804,Moto-Cargas,Cargas,2021-08-28,Conductor,Moto,Masculino,31,2021-08-28 00:00:00,2,2021
2021-0071,1,16:00:00,San Luis 2730,Calle,3,-58.40454610,-34.60003693,Peaton-Moto,Moto,2021-08-31,Peaton,Peaton,Masculino,88,2021-09-01 00:00:00,2,2021
2021-0072,1,19:10:00,Callao Av. Y Paraguay,Avenida,2,-58.39303911,-34.59871111,Peaton-Auto,Auto,2021-09-01,Peaton,Peaton,Femenino,57,2021-09-01 00:00:00,2,2021
2021-0073,1,12:20:00,Del Libertador Av. Y Agote Luis Dr.,Avenida,2,-58.39391034,-34.58405348,Bicicleta-Auto,Auto,2021-09-18,Ciclista,Bicicleta,Femenino,76,2021-09-18 00:00:00,2,2021
2021-0074,1,15:00:00,Paz Gral. Av. Y Balbin Ricardo Dr. Av.,Gral Paz,12,-58.50073810,-34.54979510,Multiple,Multiple,2021-09-20,Conductor,Moto,Masculino,55,2021-09-20 00:00:00,2,2021
2021-0075,1,14:30:00,Salta Y Brasil,Calle,1,-58.38281301,-34.62786038,Peaton-Cargas,Cargas,2021-09-21,Peaton,Peaton,Masculino,65,2021-09-21 00:00:00,2,2021
2021-0076,1,06:15:00,Moreno Perito Av. 2152,Avenida,7,-58.43980799,-34.65094083,Moto-Objeto Fijo,Objeto Fijo,2021-10-16,Conductor,Moto,Masculino,31,2021-10-16 00:00:00,2,2021
2021-0077,1,07:20:00,Directorio Av. 1169,Avenida,6,-58.44402387,-34.62933109,Moto-Cargas,Cargas,2021-10-18,Conductor,Moto,Femenino,31,2021-10-18 00:00:00,2,2021
2021-0078,1,06:35:00,Independencia Av. Y La Plata Av.,Avenida,6,-58.42779702,-34.62207347,Moto-Pasajeros,Pasajeros,2021-10-23,Conductor,Moto,Masculino,22,2021-10-23 00:00:00,2,2021
2021-0079,1,03:30:00,Tucuman 3112,Calle,3,-58.40944147,-34.60097942,Peaton-Auto,Auto,2021-10-25,Peaton,Peaton,Masculino,42,2021-10-25 00:00:00,2,2021
2021-0080,1,16:16:00,Arenales Y 9 De Julio Av.,Avenida,1,-58.38277479,-34.59430160,Moto-Auto,Auto,2021-10-28,Conductor,Moto,Masculino,32,2021-10-28 00:00:00,2,2021
2021-0081,1,13:35:00,Au Frondizi Subida Brandsen,Autopista,4,-58.37627355,-34.63800916,Moto-Cargas,Cargas,2021-11-02,Conductor,Moto,Masculino,26,2021-11-02 00:00:00,2,2021
2021-0082,1,04:39:00,Au 25 De Mayo Km7 (Altura Pasco),Autopista,3,-58.39591856,-34.62453459,Moto-Auto,Auto,2021-11-06,Conductor,Moto,Masculino,38,2021-11-06 00:00:00,2,2021
2021-0083,1,00:35:00,Cabildo Av. Y Olazabal,Avenida,13,-58.45829717,-34.56015762,Moto-Auto,Auto,2021-11-09,Conductor,Moto,Masculino,30,2021-11-09 00:00:00,2,2021
2021-0084,1,03:00:00,Tapalque Y Bruix Av.,Avenida,9,-58.49142611,-34.64584795,Auto-Objeto Fijo,Objeto Fijo,2021-11-11,Conductor,Auto,Masculino,32,2021-11-11 00:00:00,2,2021
2021-0085,1,18:30:00,Paz Gral. Av. Y Ezeiza,Gral Paz,12,-58.51271409,-34.57786555,Moto-Objeto Fijo,Objeto Fijo,2021-11-20,Conductor,Moto,Masculino,49,2021-11-20 00:00:00,2,2021
2021-0086,1,10:10:00,Rivadavia Av. Y Puan,Avenida,6,-58.44864864,-34.62352826,Peaton-Pasajeros,Pasajeros,2021-11-25,Peaton,Peaton,Masculino,75,2021-11-25 00:00:00,2,2021
2021-0087,1,11:22:00,Esmeralda 1359,Calle,1,-58.37795815,-34.59167894,Peaton-Bicicleta,Bicicleta,2021-11-27,Peaton,Peaton,Femenino,73,2021-11-27 00:00:00,2,2021
2021-0088,1,15:40:00,Av. Moroe Y 3 De Febrero,Calle,13,-58.45531707,-34.55555257,Moto-Auto,Auto,2021-12-01,Conductor,Moto,Masculino,45,2021-12-07 00:00:00,2,2021
2021-0089,1,01:10:00,Av. Gaona 3655,Avenida,11,-58.47633683,-34.62140594,Moto-Auto,Auto,2021-12-02,Conductor,Moto,Masculino,41,2021-12-11 00:00:00,2,2021
2021-0090,1,11:45:00,Av. 9 De Julio Y Lavalle,Avenida,1,-58.38188582,-34.60256036,Peaton-Pasajeros,Pasajeros,2021-12-10,Peaton,Peaton,Masculino,73,2022-01-03 00:00:00,2,2021
2021-0091,1,23:00:00,Baigorria Y Victor Hugo,Calle,10,-58.51989389,-34.62284918,Moto-Auto,Auto,2021-12-11,Conductor,Moto,Masculino,24,2021-12-11 00:00:00,2,2021
2021-0092,1,06:20:00,Av. Rivadavia Y Av. Pueyrredon,Avenida,3,-58.40596860,-34.61011987,Peaton-Auto,Auto,2021-12-12,Peaton,Peaton,Femenino,50,2021-12-12 00:00:00,2,2021
2021-0093,1,17:10:00,Av. Riestra Y Mom,Avenida,7,-58.43353773,-34.64561636,Moto-Auto,Auto,2021-12-13,Pasajero_Acompañante,Moto,Femenino,18,2021-12-18 00:00:00,2,2021
2021-0094,1,01:10:00,Au Dellepiane Y Lacarra,Autopista,9,-58.46739825,-34.65117757,Moto-Auto,Auto,2021-12-20,Pasajero_Acompañante,Moto,Femenino,43,2021-12-20 00:00:00,2,2021
2021-0095,1,00:43:00,Av. Gaona Y Terrada,Avenida,11,-58.47293407,-34.61984745,Moto-Cargas,Cargas,2021-12-30,Conductor,Moto,Masculino,27,2022-01-02 00:00:00,2,2021
2021-0096,1,10:30:00,Av. Eva Peron 4071,Avenida,9,-58.47066794,-34.65021673,Auto-Cargas,Cargas,2021-12-15,Conductor,Auto,Masculino,60,2021-12-20 00:00:00,2,2021
2021-0097,1,06:10:00,Padre Carlos Mujica 709,Calle,1,-58.37976155,-34.58679619,Bicicleta-Auto,Auto,2021-11-18,Ciclista,Bicicleta,Masculino,53,2021-11-19 00:00:00,2,2021
