ID,N_VICTIMAS,HORA_ACCIDENTE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,LONGITUD,LATITUD,PARTICIPANTES,ACUSADO,FECHA_ACCIDENTE,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,SEMESTRE,ANIO
2016-0172,1,08:00:00,Av Garay Y Castro,Avenida,5,-58.41918902,-34.63174259,Moto-Cargas,Cargas,2016-12-26,Conductor,Moto,Masculino,38,2016-12-26 00:00:00,2,2016
2016-0173,1,19:52:00,Av Directorio Y Av San Pedrito,Avenida,7,-58.46749188,-34.63551751,Moto-Cargas,Cargas,2016-12-26,Conductor,Moto,Masculino,35,2016-12-26,2,2016
2016-0175,1,08:15:00,Cnel Ramon L Falcon Y Membrillar,Calle,7,-58.46064174,-34.62960517,Peaton-Bicicleta,Bicicleta,2016-12-27,Peaton,Peaton,Femenino,42,2016-12-27,2,2016
2016-0176,1,01:41:00,Av Belgrano Y Av Paseo Colon,Avenida,1,-58.36956186,-34.61232875,Moto-Pasajeros,Pasajeros,2016-12-28,Conductor,Moto,Masculino,28,2016-12-28,2,2016
2016-0177,1,04:00:00,Arenales 3319,Calle,14,-58.40966671,-34.58788235,Peaton-Auto,Auto,2016-12-29,Peaton,Peaton,Femenino,27,2016-12-29,2,2016
2016-0178,1,16:18:00,Republica Bolivariana De Venezuela Y Saavedra,Calle,3,-58.40288226,-34.61544091,Multiple,Multiple,2016-12-30,Peaton,Peaton,Femenino,7,2016-12-30,2,2016
2017-0001,1,01:00:00,Av. Juan B Justo Y Achupallas,Avenida,11,-58.46594230,-34.61028571,Moto-Cargas,Cargas,2017-01-02,Conductor,Moto,Masculino,18,2017-01-02 00:00:00,1,2017
2017-0003,1,03:10:00,Olavarria Y Av. Velez Sarsfield,Avenida,4,-58.38957669,-34.64410277,Cargas-Cargas,Cargas,2017-01-05,Pasajero_Acompañante,Cargas,Masculino,33,2017-01-05 00:00:00,1,2017
2017-0007,1,17:00:00,Lima Y Mexico,Calle,1,-58.38161660,-34.61529543,Multiple,Multiple,2017-01-11,Peaton,Peaton,Masculino,48,2017-01-11 00:00:00,1,2017
2017-0008,1,00:40:00,Jose A Cabrera Y Bonpland,Calle,14,-58.43917004,-34.58494351,Moto-Pasajeros,Pasajeros,2017-01-16,Conductor,Moto,Masculino,29,2017-01-16 00:00:00,1,2017
2017-0009,1,13:56:00,Au 25 De Mayo Y Av. Boedo,Autopista,5,-58.41595919,-34.62743346,Moto-Cargas,Cargas,2017-01-16,Conductor,Moto,Masculino,36,2017-01-16 00:00:00,1,2017
2017-0010,1,16:30:00,Av. Directorio Y Riglos,Avenida,6,-58.43564880,-34.62828656,Moto-Auto,Auto,2017-01-16,Conductor,Moto,Masculino,23,2017-01-16 00:00:00,1,2017
2017-0011,1,02:30:00,Av. Gral. Paz Y Av. R. Balbin,Gral Paz,12,-58.50073810,-34.54979510,Moto-Objeto Fijo,Objeto Fijo,2017-01-22,Pasajero_Acompañante,Moto,Femenino,29,2017-01-22 00:00:00,1,2017
2017-0012,1,14:00:00,Traful Y Diogenes Taborda,Calle,4,-58.40969005,-34.65055290,Moto-Cargas,Cargas,2017-01-24,Conductor,Moto,Masculino,30,2017-01-24 00:00:00,1,2017
2017-0013,1,07:00:00,Iriarte 3055,Avenida,4,-58.38972622,-34.65098981,Peaton-Cargas,Cargas,2017-01-27,Peaton,Peaton,Masculino,4,2017-01-27 00:00:00,1,2017
2017-0014,1,08:27:34,Av. Donado Y Arias,Avenida,12,-58.49185972,-34.55046754,Multiple,Multiple,2017-01-28,Pasajero_Acompañante,Moto,Femenino,22,2017-01-28 00:00:00,1,2017
2017-0015,1,15:18:03,Cordoba Av. Y Callao,Avenida,2,-58.39293417,-34.59963642,Peaton-Auto,Auto,2017-02-02,Peaton,Peaton,Masculino,82,2017-02-21 00:00:00,1,2017
2017-0016,1,05:12:21,Au 25 De Mayo Kilometro 8.3 Sentido Hacia Provincia De Buenos Aires C.A.B.A.,Autopista,1,-58.38099494,-34.62288231,Moto-Cargas,Cargas,2017-02-03,Conductor,Moto,Masculino,27,2017-02-04 00:00:00,1,2017
2017-0017,1,08:00:00,Av. Juan B Justo Y Paraguay,Avenida,14,-58.42901200,-34.58095431,Moto-Auto,Auto,2017-02-06,Conductor,Moto,Masculino,32,2017-02-06 00:00:00,1,2017
2017-0018,1,07:00:00,Av. Gral. Paz Y Av. De Los Corrales,Gral Paz,9,-58.50877521,-34.66977709,Moto-Auto,Auto,2017-02-09,Conductor,Moto,Masculino,30,2017-02-09 00:00:00,1,2017
2017-0021,1,05:30:00,Sarmiento Y Libertad,Calle,1,-58.38362373,-34.60509972,Moto-Pasajeros,Pasajeros,2017-02-18,Conductor,Moto,Masculino,43,2017-02-18 00:00:00,1,2017
2017-0024,1,20:50:00,Av. Rivadavia 7121,Avenida,7,-58.46589308,-34.62955795,Peaton-Pasajeros,Pasajeros,2017-02-23,Peaton,Peaton,Masculino,39,2017-02-23 00:00:00,1,2017
2017-0026,2,05:15:00,Av. Perito Moreno Y Fournier,Avenida,4,-58.41842777,-34.64979057,Auto-Objeto Fijo,Objeto Fijo,2017-02-26,Pasajero_Acompañante,Auto,Femenino,23,2017-02-26 00:00:00,1,2017
2017-0026,2,05:15:00,Av. Perito Moreno Y Fournier,Avenida,4,-58.41842777,-34.64979057,Auto-Objeto Fijo,Objeto Fijo,2017-02-26,Conductor,Auto,Masculino,19,2017-02-26 00:00:00,1,2017
2017-0027,1,21:57:00,Av. Caseros 1429,Avenida,1,-58.38332245,-34.63193250,Peaton-Auto,Auto,2017-02-26,Peaton,Peaton,Masculino,42,2017-02-26 00:00:00,1,2017
2017-0028,1,09:20:00,Av. Gaona Y Fragata Sarmiento,Avenida,6,-58.45475488,-34.61196327,Peaton-Auto,Auto,2017-02-28,Peaton,Peaton,Masculino,87,2017-02-28 00:00:00,1,2017
2017-0030,1,08:00:00,Mozart Y Colectora Av. Tte. Luis J Dellepiane,Avenida,9,-58.47010988,-34.65872088,Auto-Pasajeros,Pasajeros,2017-03-07,Conductor,Auto,Femenino,27,2017-03-07 00:00:00,1,2017
2017-0031,1,01:30:00,24 De Noviembre Y Pavon,Calle,3,-58.40997560,-34.62873635,Auto-Objeto Fijo,Objeto Fijo,2017-03-11,Pasajero_Acompañante,Auto,Masculino,70,2017-03-11 00:00:00,1,2017
2017-0032,1,05:00:00,Av. Gral. Paz Y Pedro De Mendoza,Gral Paz,8,-58.48892175,-34.68359163,Auto-Auto,Auto,2017-03-12,Pasajero_Acompañante,Auto,Femenino,40,2017-03-12 00:00:00,1,2017
2017-0033,1,07:30:00,Av. Gral. Paz Km. 10,Gral Paz,11,-58.52466448,-34.60325478,Auto-Auto,Auto,2017-03-12,Conductor,Auto,Masculino,28,2017-03-12 00:00:00,1,2017
2017-0034,1,07:50:00,Godoy Cruz 2651,Calle,14,-58.42554218,-34.57929036,Peaton-Auto,Auto,2017-03-13,Peaton,Peaton,Masculino,43,2017-03-13 00:00:00,1,2017
2017-0035,3,05:00:00,Av. Dr. Tristan Achaval Rodriguez Y Blvd. Azucena Villaflor,Avenida,1,-58.35881506,-34.61113641,Auto-Objeto Fijo,Objeto Fijo,2017-03-23,Conductor,Auto,Masculino,28,2017-03-23 00:00:00,1,2017
2017-0035,3,05:00:00,Av. Dr. Tristan Achaval Rodriguez Y Blvd. Azucena Villaflor,Avenida,1,-58.35881506,-34.61113641,Auto-Objeto Fijo,Objeto Fijo,2017-03-23,Pasajero_Acompañante,Auto,Masculino,32,2017-03-23 00:00:00,1,2017
2017-0035,3,05:00:00,Av. Dr. Tristan Achaval Rodriguez Y Blvd. Azucena Villaflor,Avenida,1,-58.35881506,-34.61113641,Auto-Objeto Fijo,Objeto Fijo,2017-03-23,Pasajero_Acompañante,Auto,Masculino,30,2017-03-23 00:00:00,1,2017
2017-0036,2,18:00:00,Curupayti Y Colectora Av. Gral. Paz,Gral Paz,12,-58.51452347,-34.58159762,Moto-Pasajeros,Pasajeros,2017-03-29,Pasajero_Acompañante,Moto,Femenino,42,2017-03-29 00:00:00,1,2017
2017-0036,2,18:00:00,Curupayti Y Colectora Av. Gral. Paz,Gral Paz,12,-58.51452347,-34.58159762,Moto-Pasajeros,Pasajeros,2017-03-29,Conductor,Moto,Masculino,20,2017-03-29 00:00:00,1,2017
2017-0037,1,03:00:00,Av. Independencia Y Virrey Cevallos,Avenida,1,-58.38896772,-34.61799615,Moto-Cargas,Cargas,2017-03-31,Conductor,Moto,Masculino,41,2017-03-31 00:00:00,1,2017
2017-0038,1,19:00:00,Av. Castañares Y Lautaro,Avenida,7,-58.44516857,-34.64363363,Moto-Auto,Auto,2017-04-01,Conductor,Moto,Femenino,40,2017-04-01 00:00:00,1,2017
2017-0040,1,09:40:00,Camino Ciudad Unuversitaria Y Av. Tte. Guiraldes,Avenida,13,-58.43834197,-34.54560369,Multiple,Multiple,2017-04-03,Conductor,Auto,Masculino,43,2017-04-03 00:00:00,1,2017
2017-0041,1,23:15:00,Baldomero Fernandez Moreno 2186,Calle,7,-58.45485084,-34.63531854,Moto-Auto,Auto,2017-04-03,Conductor,Moto,Masculino,17,2017-04-03,1,2017
2017-0042,1,09:00:00,Av. Leopoldo Lugones Pkm 6900,Gral Paz,14,.,.,Moto-Cargas,Cargas,2017-04-10,Conductor,Moto,Masculino,42,2017-04-10 00:00:00,1,2017
2017-0045,1,06:15:00,Nogoya 5940,Calle,10,-58.52449285,-34.62454175,Moto-Objeto Fijo,Objeto Fijo,2017-04-14,Conductor,Moto,Masculino,21,2017-04-14 00:00:00,1,2017
2017-0047,1,06:30:00,Av. Argentina Y Av. Corvalan,Avenida,8,-58.46713742,-34.67198790,Moto-Auto,Auto,2017-04-23,Conductor,Moto,Masculino,37,2017-04-23 00:00:00,1,2017
2017-0049,1,18:16:00,Av. Fernandez De La Cruz Y Varela,Avenida,8,-58.43850413,-34.65554754,Peaton-Pasajeros,Pasajeros,2017-04-27,Peaton,Peaton,Masculino,22,2017-04-27 00:00:00,1,2017
2017-0050,2,11:08:08,Au Perito Moreno Y Ramal Enlace Au1/Au6,Autopista,9,.,.,Moto-Cargas,Cargas,2017-04-28,Conductor,Moto,Masculino,46,2017-04-28 00:00:00,1,2017
2017-0050,2,11:08:08,Au Perito Moreno Y Ramal Enlace Au1/Au6,Autopista,9,.,.,Moto-Cargas,Cargas,2017-04-28,Pasajero_Acompañante,Moto,Masculino,16,2017-04-28 00:00:00,1,2017
2017-0051,1,03:47:47,Au Dellepiane 2400,Autopista,7,.,.,Auto-Auto,Auto,2017-05-01,Conductor,Auto,Masculino,33,2017-05-01 00:00:00,1,2017
2017-0052,1,03:40:00,Av. Gral. Paz Y Goleta Julia,Gral Paz,8,-58.49413799,-34.68095739,Peaton-Cargas,Cargas,2017-05-05,Peaton,Peaton,Femenino,47,2017-05-05 00:00:00,1,2017
2017-0053,1,20:16:22,Vieytes Y Villarino,Calle,4,-58.37547846,-34.65326075,Moto-Cargas,Cargas,2017-05-05,Conductor,Moto,Masculino,28,2017-05-05 00:00:00,1,2017
2017-0054,1,21:00:00,Av. De Los Constituyentes Y Pedro Moran,Avenida,15,-58.48680218,-34.58689719,Moto-Auto,Auto,2017-05-07,Pasajero_Acompañante,Moto,Femenino,20,2017-05-07 00:00:00,1,2017
2017-0055,1,08:30:00,Av. De Los Constituyentes 4900,Avenida,12,-58.49563989,-34.57962262,Auto-Auto,Auto,2017-05-09,Conductor,Auto,Masculino,32,2017-05-09 00:00:00,1,2017
2017-0058,1,23:10:00,Av. Cordoba Y Libertad,Avenida,1,-58.38403232,-34.59915940,Peaton-Moto,Moto,2017-05-09,Peaton,Peaton,Masculino,80,2017-05-09 00:00:00,1,2017
2017-0059,1,09:24:00,Brasil Y Lima,Calle,1,-58.38223382,-34.62693865,Peaton-Pasajeros,Pasajeros,2017-05-11,Peaton,Peaton,Femenino,39,2017-05-11 00:00:00,1,2017
2017-0060,1,07:20:00,Av. Escalada Y Av. Fernandez De La Cruz,Avenida,8,-58.45966521,-34.67323292,Moto-Objeto Fijo,Objeto Fijo,2017-05-13,Pasajero_Acompañante,Moto,Masculino,30,2017-05-13 00:00:00,1,2017
2017-0061,1,13:29:30,Paraguay Y Av. Callao,Avenida,2,-58.39303911,-34.59871111,Peaton-Moto,Moto,2017-05-15,Peaton,Peaton,Masculino,47,2017-05-16 00:00:00,1,2017
2017-0062,1,16:00:00,Av. Juan B Justo Y San Blas,Avenida,10,-58.51262106,-34.63395999,Moto-Cargas,Cargas,2017-05-15,Conductor,Moto,Masculino,35,2017-05-15 00:00:00,1,2017
2017-0063,1,10:13:00,Chile Y Av. 9 De Julio,Avenida,1,-58.38118367,-34.61646839,Peaton-Pasajeros,Pasajeros,2017-05-17,Peaton,Peaton,Femenino,79,2017-05-17 00:00:00,1,2017
2017-0064,1,05:00:00,Maipu Y Peron,Calle,1,-58.37653284,-34.60582475,Cargas-Auto,Auto,2017-05-20,Pasajero_Acompañante,Cargas,Masculino,61,2017-05-20 00:00:00,1,2017
2017-0065,1,16:00:00,Av. Suarez Y Herrera,Avenida,4,-58.37709334,-34.64035082,Bicicleta-Cargas,Cargas,2017-05-22,Ciclista,Bicicleta,Masculino,21,2017-05-22 00:00:00,1,2017
2017-0066,1,18:10:00,Av. San Martin Y Fragata Sarmiento,Avenida,15,-58.46002142,-34.60409469,Peaton-Pasajeros,Pasajeros,2017-05-22,Peaton,Peaton,Masculino,10,2017-05-22 00:00:00,1,2017
2017-0067,1,02:45:00,Av. Directorio Y Av. Jose Maria Moreno,Avenida,6,-58.43381970,-34.62801894,Moto-Cargas,Cargas,2017-05-23,Conductor,Moto,Masculino,21,2017-05-23 00:00:00,1,2017
2017-0068,1,19:50:00,Av. Tte. Francisco Rabanal 2950,Avenida,8,-58.43580656,-34.66437532,Moto-Objeto Fijo,Objeto Fijo,2017-05-27,Conductor,Moto,Masculino,32,2017-05-27 00:00:00,1,2017
2017-0070,1,13:20:00,Nueva York 3696,Calle,11,-58.50791763,-34.59804273,Peaton-Auto,Auto,2017-05-30,Peaton,Peaton,Masculino,80,2017-05-31 00:00:00,1,2017
2017-0072,1,23:20:00,Av. De Los Constituyentes Y Vallejos,Avenida,12,-58.49175088,-34.58226957,Auto-Auto,Auto,2017-06-03,Conductor,Auto,Masculino,25,2017-06-03 00:00:00,1,2017
2017-0073,1,09:00:00,Av. Corrientes Y Ecuador,Avenida,3,-58.40781467,-34.60425669,Moto-Auto,Auto,2017-06-04,Conductor,Moto,Masculino,19,2017-06-04 00:00:00,1,2017
2017-0075,1,22:38:00,Av. De Mayo Y Av. 9 De Julio,Avenida,1,-58.38154200,-34.60906385,Peaton-Moto,Moto,2017-06-12,Peaton,Peaton,Masculino,55,2017-06-12 00:00:00,1,2017
2017-0076,1,14:50:00,Av. Ramon Castillo Y Calle 12,Avenida,2,-58.38526125,-34.57805810,Peaton-Cargas,Cargas,2017-06-13,Peaton,Peaton,Femenino,30,2017-06-13 00:00:00,1,2017
2017-0077,1,23:45:00,Fray Justo Santamaria De Oro 1930,Calle,14,-58.42934104,-34.58451712,Moto-Cargas,Cargas,2017-06-17,Conductor,Moto,Femenino,60,2017-06-18 00:00:00,1,2017
2017-0079,1,16:26:00,Mexico Y Dean Funes,Calle,3,-58.40657493,-34.61781124,Moto-Cargas,Cargas,2017-06-19,Conductor,Moto,Masculino,33,2017-06-19 00:00:00,1,2017
2017-0080,1,10:15:00,Av. Juan B Alberdi Y Av. Escalada,Avenida,9,-58.49525314,-34.64487785,Peaton-Cargas,Cargas,2017-06-22,Peaton,Peaton,Femenino,95,2017-06-22 00:00:00,1,2017
2017-0082,1,22:40:00,Av. Entre Rios Y Av. Brasil,Avenida,4,-58.39092851,-34.62932696,Peaton-Auto,Auto,2017-06-25,Peaton,Peaton,Masculino,36,2017-06-25 00:00:00,1,2017
2017-0083,1,00:25:00,Av. Juan B Alberdi Y Guardia Nacional,Avenida,9,-58.49603546,-34.64564271,Moto-Cargas,Cargas,2017-07-04,Conductor,Moto,Masculino,37,2017-07-04 00:00:00,2,2017
2017-0084,1,12:49:00,Av. Del Libertador Y Rodriguez Peña,Avenida,2,-58.38502878,-34.58703485,Peaton-Pasajeros,Pasajeros,2017-07-05,Peaton,Peaton,Femenino,73,2017-07-05 00:00:00,2,2017
2017-0085,1,14:15:00,Tacuari Y Av. Martin Garcia,Avenida,4,-58.37261143,-34.63150425,Peaton-Pasajeros,Pasajeros,2017-07-07,Peaton,Peaton,Masculino,84,2017-07-07 00:00:00,2,2017
2017-0086,1,07:30:00,Av. Rivadavia Y Murguiondo,Avenida,9,-58.51876802,-34.63905965,Peaton-Moto,Moto,2017-07-09,Peaton,Peaton,Femenino,30,2017-07-09 00:00:00,2,2017
2017-0087,1,10:45:00,24 De Noviembre 390,Calle,3,-58.41095567,-34.61516101,Peaton-Auto,Auto,2017-07-10,Peaton,Peaton,Femenino,73,2017-07-10 00:00:00,2,2017
2017-0088,1,22:30:00,Av. Paseo Colon Y Brasil,Avenida,1,-58.36797542,-34.62519403,Peaton-Pasajeros,Pasajeros,2017-07-10,Peaton,Peaton,Masculino,43,2017-07-10 00:00:00,2,2017
2017-0090,1,05:15:00,Av. Chivilcoy Y Colectora Av. Gral. Paz,Gral Paz,11,-58.51925642,-34.59171721,Peaton-Auto,Auto,2017-07-15,Peaton,Peaton,Masculino,22,2017-07-15 00:00:00,2,2017
2017-0092,1,22:16:01,Au 25 De Mayo Y Au Frondizi (9 De Julio Sur),Autopista,1,-58.38268809,-34.62282019,Peaton-Auto,Auto,2017-07-24,Peaton,Peaton,Masculino,66,2017-07-24 00:00:00,2,2017
2017-0093,1,16:48:40,Av. Leopoldo Lugones Km 75 Altura Puente Scalabrini Ortiz Sentido A Centro Porteño,Autopista,13,-58.43633522,-34.54966288,Peaton-Auto,Auto,2017-07-25,Peaton,Peaton,Masculino,42,2017-07-25 00:00:00,2,2017
2017-0094,1,08:50:00,Victor Hugo 2639,Calle,10,-58.52640838,-34.61765855,Bicicleta-Cargas,Cargas,2017-07-27,Ciclista,Bicicleta,Femenino,56,2017-07-27 00:00:00,2,2017
2017-0095,1,08:00:00,Av. Cordoba Y Jeronimo Salguero,Avenida,14,-58.41894306,-34.59778875,Moto-Auto,Auto,2017-08-06,Conductor,Moto,Masculino,36,2017-08-06 00:00:00,2,2017
2017-0096,1,19:50:00,Av. Cabildo Y Nuñez,Avenida,13,-58.46756026,-34.54972741,Peaton-Pasajeros,Pasajeros,2017-08-07,Peaton,Peaton,Masculino,87,2017-08-07 00:00:00,2,2017
2017-0098,1,12:10:00,Jose Bonifacio 2114,Calle,7,-58.45715752,-34.63132912,Peaton-Auto,Auto,2017-08-08,Peaton,Peaton,Femenino,61,2017-08-08 00:00:00,2,2017
2017-0099,1,19:45:00,Av. Pte Figueroa Alcorta 5400,Avenida,14,-58.42406784,-34.56213916,Bicicleta-Auto,Auto,2017-08-17,Ciclista,Bicicleta,Masculino,28,2017-08-17 00:00:00,2,2017
2017-0100,1,07:45:00,Venezuela 2135,Calle,3,-58.39674470,-34.61512051,Moto-Objeto Fijo,Objeto Fijo,2017-08-21,Pasajero_Acompañante,Moto,Femenino,16,2017-08-21 00:00:00,2,2017
2017-0101,1,10:00:00,Av. Fco. Lacroze Y Zapata,Avenida,13,-58.44537508,-34.57084818,Multiple,Multiple,2017-08-23,Peaton,Peaton,Femenino,61,2017-08-23 00:00:00,2,2017
2017-0102,1,01:10:00,Iriarte Y Zavaleta,Avenida,4,-58.40056767,-34.65107080,Peaton-Cargas,Cargas,2017-08-24,Peaton,Peaton,Masculino,46,2017-08-24 00:00:00,2,2017
2017-0104,1,09:00:00,Av. 9 De Julio Y Estados Unidos,Avenida,1,-58.38109568,-34.61853244,Peaton-Cargas,Cargas,2017-08-25,Peaton,Peaton,Femenino,18,2017-08-25 00:00:00,2,2017
2017-0106,1,19:50:00,Fray Justo Santamaria De Oro Y Guemes,Calle,14,-58.42533612,-34.58035258,Peaton-Pasajeros,Pasajeros,2017-08-31,Peaton,Peaton,Femenino,85,2017-08-31 00:00:00,2,2017
2017-0107,1,11:30:00,Av. Del Libertador Y Jaramillo,Avenida,13,-58.46062311,-34.54395182,Moto-Cargas,Cargas,2017-09-01,Conductor,Moto,Masculino,41,2017-09-01 00:00:00,2,2017
2017-0108,2,04:53:08,Av. Gral. Paz Y Machain,Gral Paz,12,-58.49491054,-34.54795581,Auto-Objeto Fijo,Objeto Fijo,2017-09-02,Pasajero_Acompañante,Auto,Masculino,17,2017-09-02 00:00:00,2,2017
2017-0108,2,04:53:08,Av. Gral. Paz Y Machain,Gral Paz,12,-58.49491054,-34.54795581,Auto-Objeto Fijo,Objeto Fijo,2017-09-02,Pasajero_Acompañante,Auto,Masculino,10,2017-09-02 00:00:00,2,2017
2017-0109,1,21:00:00,Av. Directorio Y Portela,Avenida,7,-58.47130269,-34.63665402,Moto-Auto,Auto,2017-09-04,Conductor,Moto,Masculino,21,2017-09-05 00:00:00,2,2017
2017-0110,1,14:15:00,Lavalle Y Av. Leandro N Alem,Avenida,1,-58.37048800,-34.60189492,Peaton-Pasajeros,Pasajeros,2017-09-06,Peaton,Peaton,Masculino,56,2017-09-07 00:00:00,2,2017
2017-0111,1,18:23:37,Uspallata Y Pirovano,Calle,4,-58.42023854,-34.64234110,Peaton-Cargas,Cargas,2017-09-07,Peaton,Peaton,Femenino,79,2017-09-07 00:00:00,2,2017
2017-0112,2,09:32:17,Au 25 De Mayo Y Av. Varela,Autopista,7,-58.45807401,-34.63997430,Auto-Objeto Fijo,Objeto Fijo,2017-09-10,Pasajero_Acompañante,Auto,Masculino,1,2017-09-10,2,2017
2017-0112,2,09:32:17,Au 25 De Mayo Y Av. Varela,Autopista,7,-58.45807401,-34.63997430,Auto-Objeto Fijo,Objeto Fijo,2017-09-10,Pasajero_Acompañante,Auto,Masculino,42,2017-09-13 00:00:00,2,2017
2017-0113,1,06:30:00,Av. Santa Fe Y Maipu,Avenida,1,-58.37697717,-34.59573848,Peaton-Pasajeros,Pasajeros,2017-09-11,Peaton,Peaton,Femenino,76,2017-09-11 00:00:00,2,2017
2017-0114,1,02:30:00,Av. Alvear Y Av. Del Libertador,Avenida,2,-58.39100580,-34.58498660,Auto-Objeto Fijo,Objeto Fijo,2017-09-15,Conductor,Auto,Masculino,26,2017-09-15 00:00:00,2,2017
2017-0115,1,18:52:33,Av. Pavon Y Treinta Y Tres Orientales,Avenida,5,-58.42182126,-34.63089661,Moto-Bicicleta,Bicicleta,2017-09-19,Conductor,Moto,Masculino,34,2017-09-19,2,2017
2017-0116,1,22:24:00,Colectora Av. Gral. Paz 5750,Gral Paz,12,-58.51389422,-34.58075791,Moto-Objeto Fijo,Objeto Fijo,2017-09-20,Conductor,Moto,Masculino,22,2017-09-20 00:00:00,2,2017
2017-0118,1,07:02:09,Vieytes Y Cruz,Avenida,4,-58.37585415,-34.65232158,Moto-Auto,Auto,2017-09-22,Pasajero_Acompañante,Moto,Femenino,26,2017-09-29 00:00:00,2,2017
2017-0120,1,15:55:33,Au Dellepiane Y Av. Escalada,Autopista,9,-58.47297505,-34.66245085,Moto-Cargas,Cargas,2017-10-02,Conductor,Moto,Masculino,20,2017-10-02 00:00:00,2,2017
2017-0123,1,01:05:38,Albariño Y Av. Argentina,Avenida,8,-58.46855503,-34.67216349,Peaton-Auto,Auto,2017-10-10,Peaton,Peaton,Femenino,36,2017-10-10 00:00:00,2,2017
2017-0124,1,14:40:28,Juan Ramirez De Velazco 1211,Calle,15,-58.44254033,-34.59185043,Moto-Pasajeros,Pasajeros,2017-10-12,Conductor,Moto,Masculino,51,2017-10-12 00:00:00,2,2017
2017-0125,1,06:12:20,Av. Fernandez De La Cruz Y Larraya,Avenida,8,-58.46622247,-34.67926929,Moto-Objeto Fijo,Objeto Fijo,2017-10-13,Conductor,Moto,Masculino,29,2017-10-13 00:00:00,2,2017
2017-0126,2,06:15:00,Av. Riestra Y Cañada De Gomez,Avenida,8,-58.48003734,-34.68148508,Auto-Objeto Fijo,Objeto Fijo,2017-10-14,Pasajero_Acompañante,Auto,Masculino,39,2017-10-14,2,2017
2017-0126,2,06:15:00,Av. Riestra Y Cañada De Gomez,Avenida,8,-58.48003734,-34.68148508,Auto-Objeto Fijo,Objeto Fijo,2017-10-14,Conductor,Auto,Masculino,36,2017-10-14 00:00:00,2,2017
2017-0127,1,07:45:00,Gallo Y Av. Cordoba,Avenida,2,-58.41192137,-34.59800248,Moto-Moto,Moto,2017-10-16,Pasajero_Acompañante,Moto,Masculino,24,2017-10-16 00:00:00,2,2017
2017-0128,1,12:30:00,Dr. Juan F. Aranguren 611,Calle,6,-58.44034689,-34.61349731,Peaton-Pasajeros,Pasajeros,2017-10-17,Peaton,Peaton,Femenino,60,2017-10-17 00:00:00,2,2017
2017-0129,1,19:15:15,Au Perito Moreno Y Au 25 De Mayo,Autopista,9,-58.47155277,-34.64925746,Moto-Pasajeros,Pasajeros,2017-10-26,Conductor,Moto,Masculino,57,2017-10-26 00:00:00,2,2017
2017-0130,1,05:30:00,Chorroarin Y Av. San Martin,Avenida,15,-58.47883099,-34.59967065,Auto-Cargas,Cargas,2017-10-27,Conductor,Auto,Masculino,23,2017-10-27 00:00:00,2,2017
2017-0132,1,14:00:00,Cosquin Y Av. Cnel. Roca,Avenida,8,-58.46552171,-34.69374130,Moto-Pasajeros,Pasajeros,2017-10-30,Conductor,Moto,Masculino,23,2017-10-30 00:00:00,2,2017
2017-0134,1,18:00:00,Av. Cnel. Roca 3555,Avenida,8,-58.44239720,-34.66777987,Peaton-Pasajeros,Pasajeros,2017-11-06,Peaton,Peaton,Femenino,47,2017-11-06 00:00:00,2,2017
2017-0135,1,12:14:10,Av. Warnes Y Punta Arenas,Avenida,15,-58.47032551,-34.59626814,Moto-Cargas,Cargas,2017-11-07,Conductor,Moto,Masculino,24,2017-11-07 00:00:00,2,2017
2017-0136,1,08:43:00,Del Barco Centenera Y Rabanal,Avenida,4,-58.41827843,-34.65522746,Peaton-Pasajeros,Pasajeros,2017-11-16,Peaton,Peaton,Masculino,55,2017-11-16 00:00:00,2,2017
2017-0137,1,11:45:00,Av. Gral. Enrique Mosconi Y San Nicolas,Avenida,11,-58.51280715,-34.59279388,Peaton-Cargas,Cargas,2017-11-17,Peaton,Peaton,Femenino,60,2017-11-17 00:00:00,2,2017
2017-0138,1,10:30:00,Av. Lafuente Y Av. Eva Peron,Avenida,7,-58.46258582,-34.64385704,Moto-Objeto Fijo,Objeto Fijo,2017-11-19,Pasajero_Acompañante,Moto,Masculino,25,2017-11-19 00:00:00,2,2017
2017-0139,1,22:30:00,Av. Cnel. Roca Y Av. Escalada,Avenida,8,-58.45064148,-34.68003614,Auto-Objeto Fijo,Objeto Fijo,2017-11-19,Pasajero_Acompañante,Auto,Femenino,15,2017-11-19 00:00:00,2,2017
2017-0140,1,23:22:17,Au Arturo Frondizi Pkm 3100,Autopista,4,.,.,Moto-Pasajeros,Pasajeros,2017-11-19,Conductor,Moto,Masculino,24,2017-11-19 00:00:00,2,2017
2017-0141,1,19:45:00,Av. La Plata Y Av. Pedro Goyena,Avenida,6,-58.42717783,-34.62513374,Peaton-Pasajeros,Pasajeros,2017-11-23,Peaton,Peaton,Femenino,22,2017-11-23 00:00:00,2,2017
2017-0143,1,21:45:00,Trelles Y Gral. Cesar Diaz,Calle,11,-58.46442001,-34.60724519,Auto-Pasajeros,Pasajeros,2017-11-25,Conductor,Auto,Masculino,50,2017-11-25 00:00:00,2,2017
